ComicType,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year,APPEARANCES_R,
marvel,1184,Sebastian Shaw (Earth-616),\/Sebastian_Shaw_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,174,Jan-80,1980,0.0867990602,
marvel,2376,Sage (Earth-616),\/Sage_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,straight,Living Characters,172,Apr-80,1980,0.0858013698,
marvel,2428,Tony Masters (Earth-616),\/Tony_Masters_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,163,May-80,1980,0.0813117633,
marvel,1825,Roderick Kingsley (Earth-616),\/Roderick_Kingsley_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,straight,Living Characters,108,Jun-80,1980,0.0538752787,
marvel,19541,Nathan Lubensky (Earth-616),\/Nathan_Lubensky_(Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,straight,Deceased Characters,87,Oct-80,1980,0.0433995301,
marvel,1776,Donald Pierce (Earth-616),\/Donald_Pierce_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,straight,Deceased Characters,86,Jan-80,1980,0.0429006849,
marvel,1066,Blanche Sitznski (Earth-616),\/Blanche_Sitznski_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,straight,Living Characters,69,Jun-80,1980,0.034420317,
marvel,1189,Tanya Sealy (Earth-616),\/Tanya_Sealy_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Black Hair,Female Characters,straight,Living Characters,69,Jun-80,1980,0.034420317,
marvel,19169,Lance Bannon (Earth-616),\/Lance_Bannon_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,straight,Deceased Characters,67,Sep-80,1980,0.0334226266,
marvel,2669,Michael Steel (Earth-616),\/Michael_Steel_(Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,straight,Living Characters,64,Dec-80,1980,0.0319260911,
marvel,10106,Simon Utrecht (Earth-616),\/Simon_Utrecht_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,straight,Living Characters,63,Dec-80,1980,0.0314272459,
marvel,10108,James Darnell (Earth-616),\/James_Darnell_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,61,Dec-80,1980,0.0304295556,
marvel,2373,Ruth Bat-Seraph (Earth-616),\/Ruth_Bat-Seraph_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,59,Aug-80,1980,0.0294318652,
marvel,2069,Cassandra Webb (Earth-616),\/Cassandra_Webb_(Earth-616),Public Identity,Good Characters,Grey Eyes,Black Hair,Female Characters,straight,Deceased Characters,58,Nov-80,1980,0.0289330201,
marvel,1919,Robert Kelly (Earth-616),\/Robert_Kelly_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,straight,Deceased Characters,50,May-80,1980,0.0249422587,
marvel,2104,Manta (Earth-616),\/Manta_(Earth-616),Public Identity,Neutral Characters,White Eyes,No Hair,Female Characters,straight,Living Characters,48,Sep-80,1980,0.0239445683,
marvel,1838,Stephanie Hunter (Earth-616),\/Stephanie_Hunter_(Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Female Characters,straight,Living Characters,46,Nov-80,1980,0.022946878,
marvel,18866,Daniel Leighton (Earth-616),\/Daniel_Leighton_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,straight,Living Characters,40,Jan-80,1980,0.0199538069,
marvel,2092,Karlin Malus (Earth-616),\/Karlin_Malus_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,34,Sep-80,1980,0.0169607359,
marvel,44825,Nguyen Ngoc Coy (Earth-616),\/Nguyen_Ngoc_Coy_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,34,Dec-80,1980,0.0169607359,
marvel,1259,Raoul Bushman (Earth-616),\/Raoul_Bushman_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,34,Nov-80,1980,0.0169607359,
marvel,18600,Morris Walters (Earth-616),\/Morris_Walters_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,33,Mar-80,1980,0.0164618907,
marvel,2549,Seth Voelker (Earth-616),\/Seth_Voelker_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,31,Jun-80,1980,0.0154642004,
marvel,1178,Harry Leland (Earth-616),\/Harry_Leland_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,straight,Deceased Characters,29,Apr-80,1980,0.01446651,
marvel,1841,Hussar (Earth-616),\/Hussar_(Earth-616),Secret Identity,Neutral Characters,Yellow Eyes,Blond Hair,Female Characters,straight,Living Characters,29,Sep-80,1980,0.01446651,
marvel,1492,Earthquake (Earth-616),\/Earthquake_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,No Hair,Male Characters,straight,Living Characters,26,Sep-80,1980,0.0129699745,
marvel,16749,Leong Coy Manh (Earth-616),\/Leong_Coy_Manh_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,straight,Living Characters,26,Dec-80,1980,0.0129699745,
marvel,2068,Sunset Bain (Earth-616),\/Sunset_Bain_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,straight,Living Characters,26,Oct-80,1980,0.0129699745,
marvel,1342,"Han, Chang, Lin, Sun, and Ho Tao-Yu (Earth-616)","\/Han,_Chang,_Lin,_Sun,_and_Ho_Tao-Yu_(Earth-616)",Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,25,Aug-80,1980,0.0124711293,
marvel,16767,Nga Coy Manh (Earth-616),\/Nga_Coy_Manh_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,straight,Living Characters,25,Dec-80,1980,0.0124711293,
marvel,7425,Alan Fagan (Earth-616),\/Alan_Fagan_(Earth-616),Secret Identity,Bad Characters,Hazel Eyes,Silver Hair,Male Characters,straight,Living Characters,24,Apr-80,1980,0.0119722842,
marvel,1394,Dansen Macabre (Earth-616),\/Dansen_Macabre_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Silver Hair,Female Characters,straight,Deceased Characters,23,May-80,1980,0.011473439,
marvel,1269,Calypso Ezili (Earth-616),\/Calypso_Ezili_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,straight,Deceased Characters,22,Oct-80,1980,0.0109745938,
marvel,30363,Carmen Pryde (Earth-616),\/Carmen_Pryde_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Deceased Characters,21,Jan-80,1980,0.0104757486,
marvel,34221,Abdul Qamar (Earth-616),\/Abdul_Qamar_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,16,Aug-80,1980,0.0079815228,
marvel,106337,Fahnbullah Eddy (Earth-616),\/Fahnbullah_Eddy_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,14,Mar-80,1980,0.0069838324,
marvel,94446,Theresa Pryde (Earth-616),\/Theresa_Pryde_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,straight,Living Characters,14,Jan-80,1980,0.0069838324,
marvel,26525,Edwin Cord (Earth-616),\/Edwin_Cord_(Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Grey Hair,Male Characters,straight,Living Characters,12,Nov-80,1980,0.0059861421,
marvel,180912,Gregor Buhkarov (Earth-616),\/Gregor_Buhkarov_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,12,Oct-80,1980,0.0059861421,
marvel,18349,Jawaharal Patel (Earth-616),\/Jawaharal_Patel_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,12,Oct-80,1980,0.0059861421,
marvel,26828,Kiana (Earth-616),\/Kiana_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,12,Oct-80,1980,0.0059861421,
marvel,1847,Bradley Kroon (Earth-616),\/Bradley_Kroon_(Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,straight,Living Characters,11,Jan-80,1980,0.0054872969,
marvel,39766,Chandra Ku (Earth-616),\/Chandra_Ku_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,straight,Living Characters,11,Oct-80,1980,0.0054872969,
marvel,44167,Dolly Donohue (Earth-616),\/Dolly_Donohue_(Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Female Characters,straight,Living Characters,11,Nov-80,1980,0.0054872969,
marvel,492642,Jasmine (Earth-616),\/Jasmine_(Earth-616),Public Identity,Good Characters,Yellow Eyes,Green Hair,Female Characters,straight,Deceased Characters,11,Jan-80,1980,0.0054872969,
marvel,1308,Clifford Michaels (Earth-616),\/Clifford_Michaels_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,straight,Deceased Characters,9,Dec-80,1980,0.0044896066,
marvel,15987,Bel-Dann (Earth-616),\/Bel-Dann_(Earth-616),No Dual Identity,Bad Characters,White Eyes,Black Hair,Male Characters,straight,Living Characters,8,Sep-80,1980,0.0039907614,
marvel,502953,Dolly Donahue (Earth-616),\/Dolly_Donahue_(Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,straight,Living Characters,8,Nov-80,1980,0.0039907614,
marvel,442746,Jill Stevens (Earth-616),\/Jill_Stevens_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,straight,Living Characters,8,Feb-80,1980,0.0039907614,
marvel,1664,Frey (Earth-616),\/Frey_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,7,Apr-80,1980,0.0034919162,
marvel,20912,Sara Grey (Earth-616),\/Sara_Grey_(Earth-616),No Dual Identity,Good Characters,Green Eyes,Red Hair,Female Characters,straight,Deceased Characters,7,Aug-80,1980,0.0034919162,
marvel,2667,Voletta Todd (Earth-616),\/Voletta_Todd_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,straight,Living Characters,7,Jun-80,1980,0.0034919162,
marvel,9424,Archie Stryker (Earth-616),\/Archie_Stryker_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Deceased Characters,6,Jan-80,1980,0.002993071,
marvel,24648,Tezcatlipoca (Earth-616),\/Tezcatlipoca_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,6,Oct-80,1980,0.002993071,
marvel,16578,Thomas Wilkins (Earth-616),\/Thomas_Wilkins_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,straight,Living Characters,6,Jul-80,1980,0.002993071,
marvel,92814,Ultima Wordman (Earth-616),\/Ultima_Wordman_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,6,Oct-80,1980,0.002993071,
marvel,199078,Barbara Bannister (Earth-616),\/Barbara_Bannister_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,straight,Living Characters,5,Jul-80,1980,0.0024942259,
marvel,1032,Eric Cameron (Earth-616),\/Eric_Cameron_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,straight,Living Characters,5,Mar-80,1980,0.0024942259,
marvel,244367,Azaziah (Earth-616),\/Azaziah_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,straight,Living Characters,4,Apr-80,1980,0.0019953807,
marvel,62888,Dominic Tyrone (Earth-616),\/Dominic_Tyrone_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,straight,Deceased Characters,4,Aug-80,1980,0.0019953807,
marvel,2745,Hestia (Earth-616),\/Hestia_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,4,Nov-80,1980,0.0019953807,
marvel,1158,Narda Ravanna (Earth-616),\/Narda_Ravanna_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,straight,Living Characters,4,Jun-80,1980,0.0019953807,
marvel,32382,Sylvester Marston (Earth-616),\/Sylvester_Marston_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,4,Aug-80,1980,0.0019953807,
marvel,2129,Aaron Soames (Earth-616),\/Aaron_Soames_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,straight,Deceased Characters,3,Nov-80,1980,0.0014965355,
marvel,625809,John Ehrmann (Earth-616),\/John_Ehrmann_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,3,Aug-80,1980,0.0014965355,
marvel,454298,Ray-na (Earth-616),\/Ray-na_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,straight,Deceased Characters,3,Apr-80,1980,0.0014965355,
marvel,36086,Yahweh (Earth-616),\/Yahweh_(Earth-616),No Dual Identity,Neutral Characters,Variable Eyes,Variable Hair,Male Characters,straight,Living Characters,3,Oct-80,1980,0.0014965355,
marvel,457984,Alfred Tooks (Earth-616),\/Alfred_Tooks_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,2,Jul-80,1980,0.0009976903,
marvel,289329,Ronga (Earth-616),\/Ronga_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,1,Jun-80,1980,0.0004988452,
marvel,289328,Tornaga (Earth-616),\/Tornaga_(Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,straight,Living Characters,1,Jun-80,1980,0.0004988452,
marvel,1505,Elektra Natchios (Earth-616),\/Elektra_Natchios_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,straight,Living Characters,280,Jan-81,1981,0.1396766486,
marvel,2558,Theresa Cassidy (Earth-616),\/Theresa_Cassidy_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,straight,Living Characters,267,Apr-81,1981,0.1331916613,
marvel,1267,Caliban (Earth-616),\/Caliban_(Earth-616),Secret Identity,Good Characters,Black Eyes,No Hair,Male Characters,straight,Deceased Characters,127,Aug-81,1981,0.063353337,
marvel,1686,Isaac Christians (Earth-616),\/Isaac_Christians_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,127,Apr-81,1981,0.063353337,
marvel,9851,Morris Bench (Earth-616),\/Morris_Bench_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,110,Jan-81,1981,0.0548729691,
marvel,1124,Dominikos Petrakis (Earth-616),\/Dominikos_Petrakis_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,straight,Deceased Characters,108,Jan-81,1981,0.0538752787,
marvel,2317,St. John Allerdyce (Earth-616),\/St._John_Allerdyce_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,108,Jan-81,1981,0.0538752787,
marvel,1877,Jason Macendale Jr. (Earth-616),\/Jason_Macendale_Jr._(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,107,Feb-81,1981,0.0533764336,
marvel,7457,Joseph Chapman (Earth-616),\/Joseph_Chapman_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,straight,Living Characters,86,Jan-81,1981,0.0429006849,
marvel,1424,Irene Adler (Earth-616),\/Irene_Adler_(Earth-616),Secret Identity,Neutral Characters,White Eyes,Silver Hair,Female Characters,Bisexual Characters,Deceased Characters,82,Jan-81,1981,0.0409053042,
marvel,1628,Bonita Juarez (Earth-616),\/Bonita_Juarez_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,80,Nov-81,1981,0.0399076139,
marvel,5417,Douglas Scott (Earth-616),\/Douglas_Scott_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,straight,Living Characters,65,Oct-81,1981,0.0324249363,
marvel,1584,Mikhail Ursus (Earth-616),\/Mikhail_Ursus_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,51,Apr-81,1981,0.0254411038,
marvel,2609,Stick (Earth-616),\/Stick_(Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,straight,Deceased Characters,34,Nov-81,1981,0.0169607359,
marvel,272452,Morgana Blessing (Earth-616),\/Morgana_Blessing_(Earth-616),Public Identity,Good Characters,Black Eyes,Brown Hair,Female Characters,straight,Living Characters,29,Aug-81,1981,0.01446651,
marvel,2073,Maelstrom (Earth-616),\/Maelstrom_(Earth-616),Secret Identity,Bad Characters,Purple Eyes,Purple Hair,Male Characters,straight,Deceased Characters,28,Jan-81,1981,0.0139676649,
marvel,130556,Harry Osgood (Earth-616),\/Harry_Osgood_(Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,straight,Living Characters,25,Apr-81,1981,0.0124711293,
marvel,1061,Jason Strongbow (Earth-616),\/Jason_Strongbow_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,23,Sep-81,1981,0.011473439,
marvel,50080,Detective Flint (Earth-616),\/Detective_Flint_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,21,Oct-81,1981,0.0104757486,
marvel,407243,Fireflyte (Earth-616),\/Fireflyte_(Earth-616),Public Identity,Good Characters,Magenta Eyes,Magenta Hair,Female Characters,straight,Living Characters,21,Sep-81,1981,0.0104757486,
marvel,1222,Joseph Cartelli (Earth-616),\/Joseph_Cartelli_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,straight,Living Characters,20,Jul-81,1981,0.0099769035,
marvel,2544,Victoria Star (Earth-616),\/Victoria_Star_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,19,Nov-81,1981,0.0094780583,
marvel,195236,Asmodeus (Demon) (Earth-616),\/Asmodeus_(Demon)_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Male Characters,straight,Deceased Characters,18,Feb-81,1981,0.0089792131,
marvel,16248,Carter Blaire (Earth-616),\/Carter_Blaire_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,straight,Deceased Characters,18,Mar-81,1981,0.0089792131,
marvel,2260,Hamilton Slade (Rider) (Earth-616),\/Hamilton_Slade_(Rider)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Deceased Characters,18,May-81,1981,0.0089792131,
marvel,12831,James Marks (Earth-616),\/James_Marks_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,16,Apr-81,1981,0.0079815228,
marvel,7324,Arthur Dearborn (Earth-616),\/Arthur_Dearborn_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,straight,Living Characters,15,Feb-81,1981,0.0074826776,
marvel,43744,Roger Hochberg (Earth-616),\/Roger_Hochberg_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,14,Dec-81,1981,0.0069838324,
marvel,570307,Sarah Rogers (Earth-616),\/Sarah_Rogers_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,straight,Deceased Characters,14,Mar-81,1981,0.0069838324,
marvel,7313,Scarlet Fasinera (Earth-616),\/Scarlet_Fasinera_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,straight,Living Characters,14,Dec-81,1981,0.0069838324,
marvel,1751,Gronk (Earth-616),\/Gronk_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,straight,Living Characters,13,Jan-81,1981,0.0064849873,
marvel,2263,Phobius (Earth-616),\/Phobius_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,straight,Living Characters,13,Jan-81,1981,0.0064849873,
marvel,155449,Bella Blaire (Earth-616),\/Bella_Blaire_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Grey Hair,Female Characters,straight,Living Characters,12,Mar-81,1981,0.0059861421,
marvel,1810,Helio (Earth-616),\/Helio_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,12,Jan-81,1981,0.0059861421,
marvel,413544,Katherine Blaire (Earth-616),\/Katherine_Blaire_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,11,Mar-81,1981,0.0054872969,
marvel,2190,Robert Markham (Earth-616),\/Robert_Markham_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,11,Oct-81,1981,0.0054872969,
marvel,490652,Dherk (Earth-616),\/Dherk_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,9,Sep-81,1981,0.0044896066,
marvel,12857,Jonathan Darque (Earth-616),\/Jonathan_Darque_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,straight,Living Characters,8,Oct-81,1981,0.0039907614,
marvel,122226,Manfred Haller (Earth-616),\/Manfred_Haller_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,straight,Living Characters,8,Jun-81,1981,0.0039907614,
marvel,490648,Buth (Earth-616),\/Buth_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Green Hair,Male Characters,straight,Living Characters,7,Jun-81,1981,0.0034919162,
marvel,243072,Lionel Jeffries (Doctor) (Earth-616),\/Lionel_Jeffries_(Doctor)_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,7,Feb-81,1981,0.0034919162,
marvel,31338,Phaeder (Earth-616),\/Phaeder_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,straight,Deceased Characters,7,Feb-81,1981,0.0034919162,
marvel,41362,Grappler (Earth-616),\/Grappler_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,straight,Deceased Characters,5,Jul-81,1981,0.0024942259,
marvel,177164,Sadie Frickett (Earth-616),\/Sadie_Frickett_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Red Hair,Female Characters,straight,Living Characters,5,Jan-81,1981,0.0024942259,
marvel,488906,Leanne (Earth-616),\/Leanne_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,straight,Living Characters,4,Apr-81,1981,0.0019953807,
marvel,531608,Shade (Gangster) (Earth-616),\/Shade_(Gangster)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,4,Nov-81,1981,0.0019953807,
marvel,352370,Aquon (Microverse) (Earth-616),\/Aquon_(Microverse)_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Deceased Characters,3,Jun-81,1981,0.0014965355,
marvel,21328,Berserker (Primitive) (Earth-616),\/Berserker_(Primitive)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Brown Hair,Male Characters,straight,Living Characters,3,May-81,1981,0.0014965355,
marvel,502989,Ira Gross (Earth-616),\/Ira_Gross_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,straight,Living Characters,3,Nov-81,1981,0.0014965355,
marvel,640529,Mia Carrera (Earth-616),\/Mia_Carrera_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,straight,Living Characters,3,Dec-81,1981,0.0014965355,
marvel,16075,William McLaughlin (Earth-616),\/William_McLaughlin_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,3,Jan-81,1981,0.0014965355,
marvel,20509,William Scott (Earth-616),\/William_Scott_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,straight,Deceased Characters,3,Oct-81,1981,0.0014965355,
marvel,491297,Dephine (Earth-616),\/Dephine_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Green Hair,Female Characters,straight,Living Characters,2,Jun-81,1981,0.0009976903,
marvel,491247,Sep (Earth-616),\/Sep_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,2,May-81,1981,0.0009976903,
marvel,7708,Thibodaux Boudreaux (Earth-616),\/Thibodaux_Boudreaux_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,1,Mar-81,1981,0.0004988452,
marvel,1276,Samuel Guthrie (Earth-616),\/Samuel_Guthrie_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,657,Nov-82,1982,0.3277412789,
marvel,2626,Roberto da Costa (Earth-616),\/Roberto_da_Costa_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,464,Nov-82,1982,0.2314641605,
marvel,2007,Rahne Sinclair (Earth-616),\/Rahne_Sinclair_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,straight,Living Characters,448,Nov-82,1982,0.2234826377,
marvel,1395,Danielle Moonstar (Earth-616),\/Danielle_Moonstar_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,388,Nov-82,1982,0.1935519273,
marvel,1336,Tyrone Johnson (Earth-616),\/Tyrone_Johnson_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,226,Mar-82,1982,0.1127390092,
marvel,1389,Tandy Bowen (Earth-616),\/Tandy_Bowen_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,222,Mar-82,1982,0.1107436285,
marvel,2050,Luna Maximoff (Earth-616),\/Luna_Maximoff_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,95,Mar-82,1982,0.0473902915,
marvel,2401,Edward Whelan (Earth-616),\/Edward_Whelan_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,73,Aug-82,1982,0.0364156977,
marvel,1561,Yukio (Earth-616),\/Yukio_(Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,Bisexual Characters,Living Characters,68,Sep-82,1982,0.0339214718,
marvel,68260,Kristoff Vernard (Earth-616),\/Kristoff_Vernard_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,64,Oct-82,1982,0.0319260911,
marvel,2403,Vertigo (Savage Land Mutate) (Earth-616),\/Vertigo_(Savage_Land_Mutate)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Green Hair,Female Characters,straight,Deceased Characters,63,Mar-82,1982,0.0314272459,
